,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
1123,2014021111606,2014-02-05 00:00:00,2013-12-10 13:00:00,PHX,Phoenix Sky Harbor International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
1124,2014021111607,2014-02-07 00:00:00,2014-01-30 00:50:00,LAS,McCarran International,Spirit Airlines,Property Damage,Checked Baggage,Computer & Accessories,125.99,Approve in Full
1125,2014021111608,2014-02-07 00:00:00,2013-12-21 06:30:00,JFK,John F. Kennedy International,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Personal Electronics; Personal Electronics,416.04,Settle
1126,2014021111609,2014-02-04 00:00:00,2014-01-14 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
1127,2014021111610,2014-02-07 00:00:00,2014-01-02 15:45:00,DEN,Denver International Airport ,UAL  ,Property Damage,Checkpoint,Personal Electronics,6.0,Settle
1128,2014021111611,2014-02-05 00:00:00,2014-01-12 11:30:00,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,30.0,Approve in Full
1129,2014021111612,2014-02-07 00:00:00,2014-01-26 10:00:00,BHM,Birmingham International Airport,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,49.99,Approve in Full
1130,2014021111613,2014-02-07 00:00:00,2014-01-05 06:00:00,CMH,Port Columbus International,UAL  ,Passenger Property Loss,Checked Baggage,Cameras,0.0,Deny
1131,2014021111614,2014-02-05 00:00:00,2014-01-18 12:30:00,ISP,"Long Island McArthur, Islip",Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,200.0,Settle
1132,2014021111615,2014-02-11 00:00:00,2013-12-26 11:00:00,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
1133,2014021111616,2014-02-05 00:00:00,2014-01-08 08:00:00,BOI,Boise Air Terminal/Gowen Field,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,0.0,Deny
1134,2014021111617,2014-02-07 00:00:00,2013-12-03 06:18:00,GEG,Spokane International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.0,Deny
1135,2014021111618,2014-02-07 00:00:00,2014-01-25 12:00:00,STT,Cyril E. King International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming; Jewelry & Watches,0.0,Deny
1136,2014021111619,2014-02-07 00:00:00,2014-01-07 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,0.0,Deny
1137,2014021111620,2014-02-05 00:00:00,2013-12-16 15:00:00,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,0.0,Deny
1138,2014021111621,2014-02-05 00:00:00,2014-01-29 00:00:00,JFK,John F. Kennedy International,American Airlines  ,Property Damage,Checked Baggage,Food & Drink,20.0,Approve in Full
1139,2014021111622,2014-02-05 00:00:00,2014-01-19 12:00:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,-
1140,2014021111623,2014-02-05 00:00:00,2013-12-17 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing; Food & Drink,0.0,Deny
1141,2014021111624,2014-02-06 00:00:00,2013-12-08 09:15:00,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny
1142,2014021111625,2014-02-05 00:00:00,2013-12-29 18:29:00,BOS,Boston (Logan) International Airport ,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,6.0,Approve in Full
1143,2014021111626,2014-02-05 00:00:00,2014-01-13 00:00:00,BOS,Boston (Logan) International Airport ,Spirit Airlines,Property Damage,Checkpoint,Computer & Accessories,159.37,Settle
1144,2014021111627,2014-02-05 00:00:00,2013-10-14 12:15:00,KTN,Ketchikan International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0.0,Deny
1145,2014021111628,2014-02-05 00:00:00,2014-01-26 14:00:00,SJC,Norman Y Mineta San Jose International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,25.0,Approve in Full
1146,2014021111629,2014-02-05 00:00:00,2013-12-14 06:00:00,PHL,Philadelphia International Airport,-,Passenger Property Loss,Checked Baggage,Medical/Science,0.0,-
1147,2014021111630,2014-02-05 00:00:00,2013-11-30 00:00:00,IAD,Washington Dulles International,UAL  ,Property Damage,Checkpoint,Baggage/Cases/Purses,50.0,Approve in Full
1148,2014021111631,2014-02-04 00:00:00,2014-01-08 07:40:00,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,125.0,Approve in Full
1149,2014021111632,2014-02-06 00:00:00,2013-12-06 00:00:00,AVL,Asheville Regional Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Food & Drink,0.0,Deny
1150,2014021111633,2014-02-05 00:00:00,2014-01-24 13:00:00,LIH,Lihue Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,Deny
1151,2014021111634,2014-02-04 00:00:00,2014-02-02 13:50:00,SFB,Orlando Sanford,Allegiant Air,Property Damage,Checkpoint,Clothing,49.98,Approve in Full
1152,2014021111635,2014-02-05 00:00:00,2013-12-27 02:00:00,ITO,Hilo International,Hawaiian Airlines  ,Property Damage,Checked Baggage,Home Decor,30.0,Settle
1153,2014021111636,2014-02-05 00:00:00,2014-01-17 05:00:00,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
1154,2014021111637,2014-02-05 00:00:00,2013-11-30 00:00:00,SBA,Santa Barbara Municipal,American Eagle  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,130.0,Approve in Full
1155,2014021111638,2014-02-05 00:00:00,2014-01-03 14:00:00,SJC,Norman Y Mineta San Jose International,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,Deny
1156,2014021111639,2014-02-11 00:00:00,2014-01-12 05:56:00,HOU,William P. Hobby,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
1157,2014021111640,2014-02-05 00:00:00,2013-12-22 16:15:00,TPA,Tampa International,Jet Blue,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,125.5,Settle
1158,2014021111641,2014-02-05 00:00:00,2014-01-28 18:30:00,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Cameras,1034.09,Settle
1159,2014021111642,2014-02-04 00:00:00,2014-01-18 00:00:00,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
1160,2014021111643,2014-02-07 00:00:00,2014-01-19 18:40:00,IWA,Mesa-Gateway Airport,Allegiant Air,Passenger Property Loss,Checked Baggage,Jewelry & Watches,441.75,Settle
1161,2014021111644,2014-02-05 00:00:00,2014-02-05 00:00:00,CLT,Charlotte/Douglas International Airport,-,Property Damage,Checked Baggage,Other,0.0,-
1162,2014021111645,2014-02-07 00:00:00,2013-12-30 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
1163,2014021211646,2014-02-07 00:00:00,2012-02-08 11:00:00,PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
1164,2014021211647,2014-02-07 00:00:00,2013-10-28 00:00:00,DEN,Denver International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Other,0.0,Deny
1165,2014021211648,2014-02-03 00:00:00,2013-12-30 06:55:00,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,0.0,Deny
1166,2014021211649,2014-02-10 00:00:00,2014-01-21 00:00:00,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,100.0,Approve in Full
1167,2014021211650,2014-02-03 00:00:00,2014-01-20 00:00:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
1168,2014021211651,2014-02-08 00:00:00,2014-01-10 00:00:00,EWR,Newark International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras,220.96,Settle
1169,2014021211652,2014-02-07 00:00:00,2014-01-10 17:45:00,TTN,Trenton-Mercer,-,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
1170,2014021211653,2014-02-07 00:00:00,2014-01-14 08:30:00,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,0.0,Deny
1171,2014021211654,2014-02-09 00:00:00,2014-01-31 06:00:00,DAL,Dallas Love Field,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,21.34,Approve in Full
1172,2014021211655,2014-02-07 00:00:00,2014-02-04 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,17.53,Approve in Full
1173,2014021211656,2014-02-08 00:00:00,2014-02-03 10:00:00,TPA,Tampa International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,Deny
1174,2014021211657,2014-02-10 00:00:00,2014-01-31 08:00:00,DCA,Ronald Reagan Washington National Airport,USAir  ,Passenger Property Loss,Checkpoint,Personal Accessories,190.0,Approve in Full
1175,2014021211658,2014-02-04 00:00:00,2014-01-25 00:00:00,ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,-
1176,2014021211659,2014-02-03 00:00:00,2014-01-20 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,108.75,Settle
1177,2014021211660,2014-02-12 00:00:00,2014-01-18 09:10:00,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Food & Drink,18.0,Approve in Full
1178,2014021211661,2014-02-03 00:00:00,2014-01-20 00:00:00,LAS,McCarran International,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,14.95,Approve in Full
1179,2014021211662,2014-02-04 00:00:00,2014-01-10 00:00:00,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
1180,2014021211663,2014-02-07 00:00:00,2014-02-04 08:00:00,SEA,Seattle-Tacoma International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,75.59,Approve in Full
1181,2014021311664,2014-01-24 00:00:00,2013-12-23 12:55:00,COS,Colorado Springs Municipal,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,Deny
1182,2014021311665,2014-01-27 00:00:00,2014-01-25 14:30:00,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.0,-
1183,2014021311667,2014-02-07 00:00:00,2014-02-02 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0.0,Deny
1184,2014021311668,2014-01-27 00:00:00,2014-01-02 00:00:00,OKC,Will Rogers World,Frontier Airlines,Passenger Property Loss,Checked Baggage,-,29.95,Approve in Full
1185,2014021311669,2014-02-07 00:00:00,2014-02-01 00:00:00,MSY,New Orleans International,Delta Air Lines  ,Property Damage,Checked Baggage,-,0.0,-
1186,2014021311670,2014-01-27 00:00:00,2014-01-22 00:00:00,JFK,John F. Kennedy International,Air France,Passenger Property Loss,Checked Baggage,-,528.23,Settle
1187,2014021311671,2014-01-24 00:00:00,2014-01-04 00:00:00,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
1188,2014021311672,2014-02-04 00:00:00,2014-01-17 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
1189,2014021311673,2014-01-27 00:00:00,2014-01-22 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines  ,Property Damage,Checkpoint,-,560.0,Approve in Full
1190,2014021311674,2014-01-25 00:00:00,2013-12-16 10:00:00,LAX,Los Angeles International Airport ,Asiana Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,Deny
1191,2014021311675,2014-01-27 00:00:00,2013-11-29 13:15:00,JFK,John F. Kennedy International,Air India,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.0,Deny
1192,2014021311676,2014-01-27 00:00:00,2014-01-18 00:00:00,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Household Items,0.0,Deny
1193,2014021311677,2014-02-03 00:00:00,2013-08-31 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL  ,Passenger Property Loss,Checked Baggage,Medical/Science,723.0,Approve in Full
1194,2014021311678,2014-02-08 00:00:00,2014-02-04 23:59:00,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,171.18,Approve in Full
1195,2014021311679,2014-01-26 00:00:00,2014-01-11 14:30:00,PBI,Palm Beach International,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,330.26,Approve in Full
1196,2014021311680,2014-02-07 00:00:00,2014-02-02 00:00:00,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,0.0,-
1197,2014021311681,2014-01-26 00:00:00,2014-01-24 18:15:00,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
1198,2014021311682,2014-01-24 00:00:00,2014-01-12 08:26:00,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
1199,2014021311683,2014-02-10 00:00:00,2014-02-05 00:00:00,JFK,John F. Kennedy International,EVA airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,109.97,Approve in Full
1200,2014021311684,2014-01-27 00:00:00,2014-01-09 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,0.0,Deny
1201,2014021311685,2014-02-05 00:00:00,2014-01-20 00:00:00,OTH,North Bend Municipal,UAL  ,Property Damage,Checked Baggage,-,0.0,Deny
1202,2014021311686,2014-02-04 00:00:00,2014-02-02 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
1203,2014021311688,2014-02-07 00:00:00,2013-11-03 08:00:00,SFO,San Francisco International,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.0,Deny
1204,2014021311689,2014-01-27 00:00:00,2014-01-08 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Korean Airlines  ,Property Damage,Checkpoint,-,714.3,Settle
1205,2014021311690,2014-02-09 00:00:00,2014-01-13 00:00:00,LAS,McCarran International,Virgin America,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
1206,2014021311691,2014-02-04 00:00:00,2013-12-07 04:20:00,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checkpoint,Clothing,0.0,Deny
1207,2014021311692,2014-02-10 00:00:00,2014-02-04 13:25:00,MIA,Miami International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
1208,2014021311693,2014-02-05 00:00:00,2013-12-30 08:00:00,ABQ,Albuquerque International Sunport Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,100.0,Settle
1209,2014021311694,2014-02-04 00:00:00,2014-01-11 00:00:00,SJU,Luis Munoz Marin International,-,Passenger Property Loss,Checkpoint,Personal Electronics,515.2,Settle
1210,2014021311695,2014-02-06 00:00:00,2013-10-27 00:00:00,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.0,Deny
1211,2014021311696,2014-02-04 00:00:00,2014-01-22 00:00:00,SJU,Luis Munoz Marin International,Jet Blue,Passenger Property Loss,Checked Baggage,Outdoor Items,0.0,Deny
1212,2014021311697,2014-02-04 00:00:00,2014-01-20 15:30:00,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checked Baggage,Home Decor,0.0,-
1213,2014021311698,2014-02-05 00:00:00,2014-01-19 00:00:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
1214,2014021311699,2014-02-04 00:00:00,2014-01-04 11:50:00,SJC,Norman Y Mineta San Jose International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.0,Deny
1215,2014021311700,2014-02-05 00:00:00,2014-01-24 07:00:00,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.0,-
1216,2014021411701,2014-02-11 00:00:00,2014-01-23 13:30:00,MFR,Rogue Valley International,Allegiant Air,Passenger Property Loss,Checkpoint,Cameras,128.88,Approve in Full
1217,2014021411702,2014-02-12 00:00:00,2014-01-30 00:00:00,JFK,John F. Kennedy International,China Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.0,-
1218,2014021411703,2014-02-10 00:00:00,2014-02-04 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.0,Deny
1219,2014021411704,2014-02-10 00:00:00,2014-02-09 10:30:00,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Computer & Accessories; Personal Electronics; Personal Electronics,0.0,-
1220,2014021411705,2014-02-07 00:00:00,2014-01-08 09:00:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,50.0,Settle
1221,2014021411706,2014-02-07 00:00:00,2014-01-27 00:00:00,RIC,Richmond International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,0.0,Deny
1222,2014021411707,2014-02-10 00:00:00,2014-01-20 22:00:00,JFK,John F. Kennedy International,EVA airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Electronics,0.0,Deny
1223,2014021411708,2014-02-11 00:00:00,2012-11-26 00:00:00,JFK,John F. Kennedy International,British Airways  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.0,-
1224,2014021411709,2014-02-10 00:00:00,2014-01-27 00:00:00,LAX,Los Angeles International Airport ,-,Passenger Property Loss,Checkpoint,Clothing,0.0,Deny
1225,2014021411710,2014-02-10 00:00:00,2014-01-27 00:00:00,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,313.49,Settle
1226,2014021411711,2014-02-11 00:00:00,2014-02-07 06:30:00,DEN,Denver International Airport ,Frontier Airlines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0.0,Deny
1227,2014021411712,2014-02-11 00:00:00,2014-02-06 21:00:00,JFK,John F. Kennedy International,Air France,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.0,-
1228,2014021411713,2014-02-10 00:00:00,2014-02-07 16:40:00,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,38.2,Approve in Full
